text,label
குடித்துவிட்டு,Hate-Speech
கலக்கம்,Hate-Speech
ஒட்டக்கூடிய,Hate-Speech
ஒடுக்குமுறைக்கு,Hate-Speech
ஐயப்பாடு,Hate-Speech
உக்கிரமான,Hate-Speech
இழக்கிறது,Hate-Speech
அவித்த,Hate-Speech
அலட்சியம்,Hate-Speech
அமுக்கி,Hate-Speech
cold,Hate-Speech
வருத்தத்தை,Hate-Speech
மூடுபனி,Hate-Speech
முறைகேடான,Hate-Speech
மாண்ட,Hate-Speech
மருட்சி,Hate-Speech
புரிதலுக்கு,Hate-Speech
புராணக்கதை,Hate-Speech
பாரபட்சமற்ற,Hate-Speech
பாசிசம்,Hate-Speech
நேர்மையற்ற,Hate-Speech
துண்டிக்கப்பட்ட,Hate-Speech
தாமதங்கள்,Hate-Speech
தற்செயலாய்,Hate-Speech
சுருண்ட,Hate-Speech
சாத்தியமற்றதாக,Hate-Speech
சாட்டை,Hate-Speech
கோழை,Hate-Speech
கோபமான,Hate-Speech
காலாவதியான,Hate-Speech
காலதாமதம்,Hate-Speech
எரிக்க,Hate-Speech
ஊழ்வினை,Hate-Speech
உரக்க,Hate-Speech
இறப்பது,Hate-Speech
அற்பமான,Hate-Speech
அருவருப்பான,Hate-Speech
அந்நியன்,Hate-Speech
limited,Hate-Speech
மூர்க்கத்தனமான,Hate-Speech
பாதுகாப்பின்மை,Hate-Speech
நிறுத்தப்பட,Hate-Speech
நம்பிக்கையின்மை,Hate-Speech
துர்நாற்றம்,Hate-Speech
துருவல்,Hate-Speech
திகைத்து,Hate-Speech
தகர்வு,Hate-Speech
சிதை,Hate-Speech
சிக்கியது,Hate-Speech
சாய்வான,Hate-Speech
சந்தேகத்தை,Hate-Speech
கொழுத்த,Hate-Speech
கைப்பாவை,Hate-Speech
கூடாத,Hate-Speech
கீறல்கள்,Hate-Speech
கவிழ்த்து,Hate-Speech
கண்டனங்கள்,Hate-Speech
ஏமாற்றத்தை,Hate-Speech
ஏசு,Hate-Speech
உணர்வற்ற,Hate-Speech
உடையக்கூடிய,Hate-Speech
அடிப்படைவாதம்,Hate-Speech
noise,Hate-Speech
fiction,Hate-Speech
famine,Hate-Speech
dump,Hate-Speech
backward,Hate-Speech
வனவாசம்,Hate-Speech
பொருத்தமற்றது,Hate-Speech
பிளக்கும்,Hate-Speech
பாதிக்கப்பட்டவருக்கு,Hate-Speech
பயமுறுத்தும்,Hate-Speech
நிறுத்து,Hate-Speech
நிராகரிக்கிறது,Hate-Speech
தெளிவற்று,Hate-Speech
திருடர்களும்,Hate-Speech
திணறல்,Hate-Speech
தன்மையுடையவை,Hate-Speech
தனிமைப்படுத்தி,Hate-Speech
தடுக்கக்கூடிய,Hate-Speech
ட்ரான்ஸ்,Hate-Speech
டாஸ்மாக்,Hate-Speech
கொல்,Hate-Speech
காயம்பட்ட,Hate-Speech
ஆரோக்கியமற்ற,Hate-Speech
ஆத்திரமடைந்த,Hate-Speech
அவமானம்,Hate-Speech
அடிக்கப்பட்டு,Hate-Speech
அச்சுறுத்தி,Hate-Speech
undermine,Hate-Speech
tank,Hate-Speech
strike,Hate-Speech
infringement,Hate-Speech
disputed,Hate-Speech
difficult,Hate-Speech
dark,Hate-Speech
broken,Hate-Speech
bias,Hate-Speech
விமரிசகர்,Hate-Speech
வருத்தமும்,Hate-Speech
வடிகால்கள்,Hate-Speech
மூழ்கடித்தது,Hate-Speech
முறைகேடாக,Hate-Speech
மழுங்கிய,Hate-Speech
பிரளய,Hate-Speech
பறிக்கப்பட்ட,Hate-Speech
பகைவன்,Hate-Speech
தவறவிட்டார்,Hate-Speech
சுவையூட்டும்,Hate-Speech
சரியும்,Hate-Speech
சகதி,Hate-Speech
காலியான,Hate-Speech
காயமுற்ற,Hate-Speech
கதையாசிரியர்,Hate-Speech
உத்தேசமாக,Hate-Speech
இடைஞ்சல்,Hate-Speech
அவமதிப்பு,Hate-Speech
அவநம்பிக்கை,Hate-Speech
அறிவின்மை,Hate-Speech
அரைகுறையான,Hate-Speech
அமைதியற்ற,Hate-Speech
wrong,Hate-Speech
stress,Hate-Speech
loss,Hate-Speech
lack,Hate-Speech
illegal,Hate-Speech
fat,Hate-Speech
failure,Hate-Speech
conflict,Hate-Speech
bad,Hate-Speech
attack,Hate-Speech
வெறித்தனமான,Hate-Speech
விரோதம்,Hate-Speech
விரும்பப்படாத,Hate-Speech
முட்டாள்தனம்,Hate-Speech
முக்கியமற்ற,Hate-Speech
மறுத்தால்,Hate-Speech
மணமான,Hate-Speech
பிரமைகள்,Hate-Speech
பற்றாக்குறையாக,Hate-Speech
பகவானை,Hate-Speech
தெளிவின்மை,Hate-Speech
தீமைகளை,Hate-Speech
தாறுமாறான,Hate-Speech
தாறுமாறாக,Hate-Speech
தாமதப்படுத்தும்,Hate-Speech
தடிமனாக,Hate-Speech
சுவையற்ற,Hate-Speech
குழப்பநிலை,Hate-Speech
குண்டி,Hate-Speech
காட்டுமிராண்டி,Hate-Speech
உருவாக்கு,Hate-Speech
இறுக்க,Hate-Speech
அவசரம்,Hate-Speech
அட்டூழியங்கள்,Hate-Speech
அசுத்தமான,Hate-Speech
fever,Hate-Speech
errors,Hate-Speech
dumps,Hate-Speech
disable,Hate-Speech
விலக்கல்,Hate-Speech
வடிகட்டிய,Hate-Speech
மிருகத்தனமான,Hate-Speech
மிகப்பெருமளவில்,Hate-Speech
மட்டி,Hate-Speech
பொறுப்பற்ற,Hate-Speech
பித்தப்பை,Hate-Speech
நிராகரிக்க,Hate-Speech
துளையிடும்,Hate-Speech
திருப்பங்கள்,Hate-Speech
தந்திரமான,Hate-Speech
தடைபட்ட,Hate-Speech
சுமத்தும்,Hate-Speech
சீரழிவு,Hate-Speech
சீரழிந்து,Hate-Speech
சீரற்று,Hate-Speech
சாக்கு,Hate-Speech
சலிப்பு,Hate-Speech
சரணடைவு,Hate-Speech
கொந்தளிப்பான,Hate-Speech
காலாவதியாகும்,Hate-Speech
கலைப்பு,Hate-Speech
கசியும்,Hate-Speech
ஒடுக்கியது,Hate-Speech
ஏமாற்றுதல்,Hate-Speech
எதிர்ப்புக்கள்,Hate-Speech
ஊமை,Hate-Speech
இர,Hate-Speech
அழுக்கடைந்த,Hate-Speech
அழிவும்,Hate-Speech
அறு,Hate-Speech
அரிப்பை,Hate-Speech
ஃபிஸ்ட்,Hate-Speech
passive,Hate-Speech
lag,Hate-Speech
infection,Hate-Speech
fails,Hate-Speech
dispute,Hate-Speech
decay,Hate-Speech
cave,Hate-Speech
வெளிரிய,Hate-Speech
வெறுப்படைந்த,Hate-Speech
வீங்கிய,Hate-Speech
விழுந்துவிட்டது,Hate-Speech
விரட்டு,Hate-Speech
வலுக்குறைந்த,Hate-Speech
வஞ்சகம்,Hate-Speech
யுக்தி,Hate-Speech
முதிராத,Hate-Speech
முடங்கி,Hate-Speech
மீறுபவர்கள்,Hate-Speech
மனவேதனை,Hate-Speech
பொருநன்,Hate-Speech
பிரிக்கமுடியாத,Hate-Speech
பாழ்,Hate-Speech
பலவீனங்களை,Hate-Speech
நடுங்கும்,Hate-Speech
தீர்க்கப்படாத,Hate-Speech
திவாலான,Hate-Speech
திறமையற்ற,Hate-Speech
திருடுதல்,Hate-Speech
தடு,Hate-Speech
செலவான,Hate-Speech
செயலிழக்கும்,Hate-Speech
சிதைக்கப்பட்ட,Hate-Speech
சண்டைகளுக்கு,Hate-Speech
கோரமான,Hate-Speech
கூச்ச,Hate-Speech
கூக்குரல்,Hate-Speech
குழம்பிய,Hate-Speech
குறையுள்ள,Hate-Speech
களியாட்டம்,Hate-Speech
ஒழுங்கீனம்,Hate-Speech
ஒதுக்குதல்,Hate-Speech
ஏய்,Hate-Speech
எரித்தனர்,Hate-Speech
ஊழல்களை,Hate-Speech
உடல்நலக்குறைவு,Hate-Speech
உடந்தையாக,Hate-Speech
இடிந்த,Hate-Speech
ஆழமில்லாத,Hate-Speech
ஆப்பு,Hate-Speech
அறிவற்ற,Hate-Speech
அபாயமான,Hate-Speech
அதிர்ச்சியான,Hate-Speech
அதிர்ச்சிகரமான,Hate-Speech
அணியப்பட்ட,Hate-Speech
அடிமைப்படுத்தி,Hate-Speech
ஃபவுல்,Hate-Speech
resistance,Hate-Speech
pan,Hate-Speech
mistake,Hate-Speech
lemon,Hate-Speech
inflammatory,Hate-Speech
fatty,Hate-Speech
chronic,Hate-Speech
வேலையற்ற,Hate-Speech
வேறுபடுத்துதல்,Hate-Speech
வெறுக்கிறேன்,Hate-Speech
வாதிகளின்,Hate-Speech
வளையாத,Hate-Speech
வடிகட்டு,Hate-Speech
வஞ்சகமான,Hate-Speech
வசை,Hate-Speech
முறுக்கப்பட்ட,Hate-Speech
முரட்டுத்தனமாக,Hate-Speech
முடிக்கப்படாத,Hate-Speech
முக்கியமில்லாத,Hate-Speech
மிகைப்படுத்தல்,Hate-Speech
மறி,Hate-Speech
மதிப்பற்ற,Hate-Speech
போர்க்குணம்,Hate-Speech
பிரியாத,Hate-Speech
பாழி,Hate-Speech
பாகுபாடற்ற,Hate-Speech
பலவந்தமான,Hate-Speech
பரபரப்புடன்,Hate-Speech
பயமுறுத்தல்,Hate-Speech
படர்,Hate-Speech
பங்கி,Hate-Speech
நம்பாத,Hate-Speech
தலையிடுகிறது,Hate-Speech
தண்டவாளம்,Hate-Speech
தடையாகவும்,Hate-Speech
டிஸ்,Hate-Speech
சேல்,Hate-Speech
செயல்படாது,Hate-Speech
சுறாமீன்,Hate-Speech
சுயநலம்,Hate-Speech
சபித்தார்,Hate-Speech
குரூரமான,Hate-Speech
கஷ்டமான,Hate-Speech
கவனக்குறைவு,Hate-Speech
கண்மூடித்தனமான,Hate-Speech
கட்டுக்கடங்காத,Hate-Speech
ஓட்டைகள்,Hate-Speech
ஒடுக்கு,Hate-Speech
ஐயுறவு,Hate-Speech
ஊது,Hate-Speech
உணர்ச்சியற்ற,Hate-Speech
இழிந்த,Hate-Speech
இருட்டு,Hate-Speech
இக்குழுவை,Hate-Speech
அவமதித்து,Hate-Speech
அழுக்கான,Hate-Speech
அற்ப,Hate-Speech
அநீதிகளை,Hate-Speech
warning,Hate-Speech
restriction,Hate-Speech
lost,Hate-Speech
liability,Hate-Speech
invisible,Hate-Speech
impossible,Hate-Speech
err,Hate-Speech
doubt,Hate-Speech
died,Hate-Speech
depression,Hate-Speech
controversial,Hate-Speech
concerns,Hate-Speech
bomb,Hate-Speech
arbitrary,Hate-Speech
விளங்காத,Hate-Speech
விலகுதல்,Hate-Speech
விபச்சாரி,Hate-Speech
வன்மம்,Hate-Speech
மேம்போக்கான,Hate-Speech
முரட்டுத்தனம்,Hate-Speech
முரடான,Hate-Speech
மாயையை,Hate-Speech
புலனாகாத,Hate-Speech
புண்படுத்தும்,Hate-Speech
பிற்போக்கு,Hate-Speech
பிரபலமற்ற,Hate-Speech
பாஸ்டர்ட்ஸ்,Hate-Speech
பாரபட்சமான,Hate-Speech
பலவீனப்படுத்தி,Hate-Speech
பறித்தல்,Hate-Speech
பயமாக,Hate-Speech
பதற்றமான,Hate-Speech
பதட்டமான,Hate-Speech
